mls_number,city,address,postal_code,price,price_numeric,property_type,building_type,bedrooms,bathrooms,size_interior,size_exterior,lot_size,year_built,parking_type,parking_spaces,ownership_type,heating_type,cooling_type,basement_type,agent_name,brokerage,time_on_realtor,annual_tax,tax_account_id,assessed_value_2025,assessed_value_2026,taxable_assessment_2025,taxable_assessment_2026,tax_municipal_2025,tax_municipal_2026,tax_education_2025,tax_education_2026,tax_library_2025,tax_library_2026,tax_total_2025,tax_total_2026,tax_property_class,tax_property_type,tax_lot_size_sqft,tax_ward,tax_valuation_approach
SK022535,Regina,"5113 Aerial CRESCENT|Regina, Saskatchewan S4W0C8",S4W0C8,"$504,900",504900,"Single Family",House,3,3,"1574 sqft",,"3662 sqft",2012,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning, Air exchanger","Full (Partially finished)","Chris Mish","Real Broker SK Ltd.",,"$5,456 (CAD)",10248739,458700,456200,366900,364900,3569.48,3936.97,1566.66,1558.12,320.81,348.89,5456.95,5843.98,"Residential (100.00%)",Residential,3662,2,"Direct Sales"
SK008583,Regina,"5520 Nicholson AVENUE|Regina, Saskatchewan S4V4B4",S4V4B4,"$499,900",499900,"Single Family",House,3,3,"1519 sqft",,"3704 sqft",2025,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Heather Szeles","RE/MAX Crown Real Estate",,,10359404,407200,421900,325700,337500,1559.51,3641.35,684.45,1441.12,140.15,322.69,2502.97,5524.02,"Residential (100.00%)",Residential,3704,4,"Direct Sales"
SK029000,Regina,"5545 Kennett SQUARE|Regina, Saskatchewan S4V4C5",S4V4C5,"$499,900",499900,"Single Family","Row / Townhouse",4,3,"2006 sqft",,"2405 sqft",2025,"Attached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Air exchanger","Full (Partially finished)","Lori Patrick","Sutton Group - Results Realty","9 hours ago",,10374135,85400,85400,68300,68300,664.47,736.90,291.63,291.63,59.72,65.30,1015.82,1093.83,"Residential (100.00%)",Residential,2405,4,"Direct Sales"
SK028525,Regina,"5113 Crane CRESCENT|Regina, Saskatchewan S4W0H9",S4W0H9,"$499,900",499900,"Single Family",House,4,4,"1454 sqft",,"3150 sqft",2014,"Attached Garage, Heated Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Finished)","Aideen Zareh","eXp Realty",,"$5,271 (CAD)",10263423,432800,436300,346200,349000,3368.09,3765.43,1478.27,1490.23,302.71,333.69,5270.27,5710.55,"Residential (100.00%)",Residential,3150,2,"Direct Sales"
SK028324,Regina,"2804 ST ANDREWS ROAD|Regina, Saskatchewan S4V2Z9",S4V2Z9,"$499,900",499900,"Single Family",House,4,3,"1238 sqft",,"4562 sqft",1999,"Attached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Central air conditioning, Air exchanger","Full (Finished)","Lori Radmacher","RE/MAX Crown Real Estate",,"$5,544 (CAD)",10045684,466000,464800,372800,371800,3626.88,4011.42,1591.85,1587.58,325.97,355.49,5544.70,5954.49,"Residential (100.00%)",Residential,4562,4,"Direct Sales"
SK028282,Regina,"2998 Dumont WAY|Regina, Saskatchewan S4V4E4",S4V4E4,"$499,900",499900,"Single Family",,3,3,"1478 sqft",,"3311 sqft",2026,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning, Air exchanger","Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10381351,117600,117600,94000,94000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Residential (100.00%)",Residential,3311,4,Cost
SK028281,Regina,"3000 Dumont WAY|Regina, Saskatchewan S4V4E4",S4V4E4,"$499,900",499900,"Single Family",,3,3,"1478 sqft",,"3265 sqft",2026,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning, Air exchanger","Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10381361,116000,116000,92800,92800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Residential (100.00%)",Residential,3265,4,Cost
SK026714,Regina,"2260 Montreal STREET|Regina, Saskatchewan S4P1L6",S4P1L6,"$499,900",499900,"Single Family",House,6,3,"2189 sqft",,"3119 sqft",2016,"None, Parking Space(s) (4)",4,Freehold,"(Natural gas)","Central air conditioning","Full (Finished)","Jazz Gill","eXp Realty",,"$5,331 (CAD)",10038114,448100,448100,358400,358400,3486.79,3866.84,1530.36,1530.36,313.38,342.68,5431.53,5840.88,"Residential (100.00%)",Residential,3119,6,"Direct Sales"
SK025202,Regina,"3044 Dumont WAY|Regina, Saskatchewan S4V3Z3",S4V3Z3,"$499,900",499900,"Single Family",House,3,3,"1430 sqft",,"3111 sqft",2026,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10376312,110500,110500,88400,88400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Residential (100.00%)",Residential,3111,4,"Direct Sales"
SK015917,Regina,"2230 Retallack STREET|Regina, Saskatchewan S4T0C7",S4T0C7,"$498,000",498000,"Single Family",House,3,4,"1914 sqft",,"3122 sqft",1913,"Detached Garage, Parking Pad, Parking Space(s) (4)",4,Freehold,"Baseboard heaters, Hot Water, (Natural gas)","Window air conditioner","Full (Finished)","Pino Palamara","Optimum Realty Inc.",,"$4,170 (CAD)",10037423,342100,342100,273600,273600,2661.79,2951.92,1168.26,1168.26,239.23,261.60,4170.28,4482.78,"Multi-Residential (100.00%)",Residential,3122,3,"Direct Sales"
SK028872,Regina,"1123 Camden GARDENS|White City, Saskatchewan S4L0G1",S4L0G1,"$497,900",497900,"Single Family",House,3,3,"1580 sqft",,"3484 sqft",2025,"Parking Pad, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Jaymie Walker","Realty Hub Brokerage","4 days ago","$1,396 (CAD)",,,,,,,,,,,,,,,,,,
SK025678,Regina,"143 6th STREET|Pilot Butte, Saskatchewan S0G3Z0",S0G3Z0,"$489,900",489900,"Single Family",House,3,2,"1378 sqft",,"6000 sqft",2013,"Detached Garage, Parking Pad, Heated Garage, Parking Space(s) (10)",10,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Finished)","Michael Antonini","Century 21 Dome Realty Inc.",,"$3,807 (CAD)",,,,,,,,,,,,,,,,,,
SK028857,Regina,"1258 Degelman DRIVE|Regina, Saskatchewan S4N7N3",S4N7N3,"$485,000",485000,"Single Family",House,5,3,"1204 sqft",,"4913 sqft",2000,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Finished)","Lisa Trombetta","Realty Hub Brokerage","3 days ago","$5,250 (CAD)",10030531,441200,441700,352900,353300,3433.28,3811.82,1506.88,1508.59,308.57,337.80,5248.73,5658.21,"Residential (100.00%)",Residential,4913,5,"Direct Sales"
SK028873,Regina,"1121 Camden GARDENS|White City, Saskatchewan S4L0G1",S4L0G1,"$479,900",479900,"Single Family",House,3,3,"1360 sqft",,"3920 sqft",2025,"Parking Pad, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Jaymie Walker","Realty Hub Brokerage","4 days ago","$1,445 (CAD)",,,,,,,,,,,,,,,,,,
SK027199,Regina,"5115 Kaufman AVENUE|Regina, Saskatchewan S4V3W3",S4V3W3,"$479,900",479900,"Single Family",House,3,3,"1446 sqft",,"3095 sqft",2023,"Parking Pad, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Unfinished)","Sam (Samirkumar) Patel","Royal LePage Next Level",,"$5,218 (CAD)",10344167,399500,398600,319600,318800,3109.31,3439.59,1364.69,1361.27,279.45,304.81,4866.17,5218.39,"Residential (100.00%)",Residential,3095,4,"Direct Sales"
SK026028,Regina,"3136 Green Turtle ROAD|Regina, Saskatchewan S4N7K9",S4N7K9,"$479,900",479900,"Single Family",House,3,3,"1404 sqft",,"3013 sqft",2025,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Myles Schick","eXp Realty",,,10374074,410600,412400,328400,329900,1226.47,3559.35,538.29,1408.66,110.22,315.43,1874.98,5283.44,"Residential (100.00%)",Residential,3013,4,"Direct Sales"
SK027838,Regina,"3130 13th AVENUE|Regina, Saskatchewan S4T1P2",S4T1P2,"$479,000",479000,"Single Family",House,3,2,"1392 sqft",,"1998 sqft",1912,"None, Parking Space(s) (3)",3,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Unfinished)","Mariel Harvey","Realtyone Real Estate Services Inc.",,"$3,564 (CAD)",10037054,230800,230800,101500,101500,987.46,1095.10,433.40,433.40,88.75,97.04,3563.82,3844.66,"Commercial (45.00%); Residential (55.00%)",Residential,1998,3,"Direct Sales"
SK028517,Regina,"2117 Broder STREET|Regina, Saskatchewan S4N3S5",S4N3S5,"$475,000",475000,"Single Family",House,6,4,"2124 sqft",,"4689 sqft",2008,"Detached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning, Air exchanger","Full (Finished)","Ahmadreza (Sam) Nezamloo","Boyes Group Realty Inc.",,"$6,743 (CAD)",10038744,554000,554000,443200,443200,4311.79,4781.77,1892.46,1892.46,387.52,423.76,6743.27,7249.49,"Residential (100.00%)",Residential,4689,6,"Direct Sales"
SK027740,Regina,"5416 Nicholson AVENUE|Regina, Saskatchewan S4V4B4",S4V4B4,"$475,000",475000,"Single Family",House,3,3,"1443 sqft",,"3776 sqft",2025,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Heather Szeles","RE/MAX Crown Real Estate",,"$5,404 (CAD)",10359391,396900,412400,317500,329900,1554.16,3559.35,682.10,1408.66,139.67,315.43,2496.73,5404.24,"Residential (100.00%)",Residential,3776,4,"Direct Sales"
SK026779,Regina,"345 Durham DRIVE|Regina, Saskatchewan S4S4Z6",S4S4Z6,"$469,900",469900,"Single Family",House,4,2,"1856 sqft",,"7141 sqft",1958,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Rob Lang","Primal Realty Inc.",,"$4,128 (CAD)",10057446,347000,347000,277600,277600,2700.70,2995.08,1185.35,1185.35,242.72,265.42,4128.77,4445.85,"Residential (100.00%)",Residential,7141,1,"Direct Sales"
SK028202,Regina,"3163 Bowen STREET|Regina, Saskatchewan S4V4C6",S4V4C6,"$469,900",469900,"Single Family",House,3,3,"1404 sqft",,"3011 sqft",2025,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Air exchanger","Full (Partially finished)","Lori Patrick","Sutton Group - Results Realty",,,10374038,106900,106900,85500,85500,831.80,922.47,365.08,365.08,74.76,81.75,1271.64,1369.30,"Residential (100.00%)",Residential,3011,4,"Direct Sales"
SK028220,Regina,"3164 Green Turtle ROAD|Regina, Saskatchewan S4V4C5",S4V4C5,"$469,900",469900,"Single Family",House,3,3,"1404 sqft",,"3011 sqft",2025,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Myles Schick","eXp Realty",,,10374039,107000,107000,85600,85600,832.78,923.55,365.50,365.50,74.84,81.84,1273.12,1370.89,"Residential (100.00%)",Residential,3013,4,"Direct Sales"
SK022202,Regina,"THORWELL LAND|Edenwold Rm No.158, Saskatchewan S0G3Z0",S0G3Z0,"$466,500",466500,"Vacant Land",,,,,,"2.88 ac",,,,Freehold,,,,"John Chung","RE/MAX Crown Real Estate",,,,,,,,,,,,,,,,,,,,
SK028877,Regina,"857 Elliott STREET|Regina, Saskatchewan S4N3E3",S4N3E3,"$464,900",464900,"Single Family",House,4,4,"1488 sqft",,"3119 sqft",2025,"None, Parking Space(s) (2)",2,Freehold,"Baseboard heaters, (Electric), Forced air, (Natural gas)",,"Full (Finished)","Rishank Rishank","Century 21 Dome Realty Inc.","3 days ago",,10379309,43200,43200,34500,34500,139.85,372.22,61.37,147.30,12.56,32.98,213.78,552.50,"Residential (100.00%)",Residential,3119,6,Cost
SK028876,Regina,"855 Elliott STREET|Regina, Saskatchewan S4N3E3",S4N3E3,"$464,900",464900,"Single Family",House,4,4,"1488 sqft",,"3121 sqft",2025,"None, Parking Space(s) (2)",2,Freehold,"Baseboard heaters, (Electric), Forced air, (Natural gas)",,"Full (Finished)","Rishank Rishank","Century 21 Dome Realty Inc.","3 days ago",,10022321,43200,43200,34500,34500,437.63,372.22,192.08,147.30,39.33,32.98,871.04,754.50,"Residential (100.00%)",Residential,3121,6,"Direct Sales"
SK028463,Regina,"3148 Green Turtle ROAD|Regina, Saskatchewan S4V4C5",S4V4C5,"$461,700",461700,"Single Family",House,3,3,"1341 sqft",,"3013 sqft",2025,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Heather Szeles","RE/MAX Crown Real Estate",,,10374060,107000,107000,85600,85600,832.78,923.55,365.50,365.50,74.84,81.84,1273.12,1370.89,"Residential (100.00%)",Residential,3013,4,"Direct Sales"
SK024612,Regina,"4752 Ferndale CRESCENT|Regina, Saskatchewan S4V4A3",S4V4A3,"$459,900",459900,"Single Family",,3,3,"1412 sqft",,"2979 sqft",2026,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10367364,53900,53900,43100,43100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Residential (100.00%)",Residential,2979,4,"Direct Sales"
SK028215,Regina,"3159 Bowen STREET|Regina, Saskatchewan S4N7K9",S4N7K9,"$459,900",459900,"Single Family",House,3,3,"1258 sqft",,"3011 sqft",2025,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Myles Schick","eXp Realty",,,10374044,106900,106900,85500,85500,831.80,922.47,365.08,365.08,74.76,81.75,1271.64,1369.30,"Residential (100.00%)",Residential,3011,4,"Direct Sales"
SK028328,Regina,"341 4000 Sandhill CRESCENT|Regina, Saskatchewan S4V3N4",S4V3N4,"$459,900",459900,"Single Family","Row / Townhouse",3,4,"1530 sqft",,,2017,"Attached Garage, Other, Parking Space(s) (4)",4,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning","Full (Finished)","Stacey Maduck","Century 21 Dome Realty Inc.",,"$4,803 (CAD)",10294794,374900,374900,299900,299900,2917.65,3235.68,1280.57,1280.57,262.22,286.74,4460.44,4802.99,"Condominium (100.00%)",Multi-Family,0,4,"Direct Sales"
SK027286,Regina,"3669 Green Bank ROAD|Regina, Saskatchewan S4V1M2",S4V1M2,"$459,900",459900,"Single Family",House,3,3,"1317 sqft",,"3693 sqft",2011,"Detached Garage, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Central air conditioning, Air exchanger","Full (Finished)","Logan Janzen","RE/MAX Crown Real Estate",,"$5,270 (CAD)",10221946,436200,438900,348900,351100,3394.36,3788.08,1489.80,1499.19,305.07,335.70,5270.03,5703.77,"Residential (100.00%)",Residential,3693,4,"Direct Sales"
SK020563,Regina,"1753 West Market STREET|Regina, Saskatchewan S4Y0G2",S4Y0G2,"$455,900",455900,"Single Family",House,3,3,"1484 sqft",,"283 sqft",2025,"Parking Pad, None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10299885,92400,92400,73900,73900,718.95,797.32,315.55,315.55,64.61,70.65,1198.90,1283.31,"Residential (100.00%)",Residential,2833,8,Cost
SK026702,Regina,"201 4721 McTavish STREET|Regina, Saskatchewan S4S6H2",S4S6H2,"$455,900",455900,"Single Family",Apartment,1,2,"1152 sqft",,,2010,"Underground (2), Other, Heated Garage, Parking Space(s) (2)",4,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning",,"Philip Selenski","Sutton Group - Results Realty",,"$4,183 (CAD)",10245243,359300,359300,287400,287400,2796.04,3100.81,1227.19,1227.19,251.29,274.79,4295.10,4623.37,"Condominium (100.00%)",Multi-Family,0,2,"Direct Sales"
SK020555,Regina,"1749 West Market STREET|Regina, Saskatchewan S4Y0G2",S4Y0G2,"$455,900",455900,"Single Family",House,3,3,"1484 sqft",,"2833 sqft",2025,"Parking Pad, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10299925,92400,92400,73900,73900,718.95,797.32,315.55,315.55,64.61,70.65,1198.90,1283.31,"Residential (100.00%)",Residential,2833,8,Cost
SK020557,Regina,"1745 West Market STREET|Regina, Saskatchewan S4Y0G2",S4Y0G2,"$453,900",453900,"Single Family",House,3,3,"1458 sqft",,"2833 sqft",2025,"Parking Pad, None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10300001,92400,92400,73900,73900,718.95,797.32,315.55,315.55,64.61,70.65,1198.90,1283.31,"Residential (100.00%)",Residential,2833,8,Cost
SK020559,Regina,"1741 West Market STREET|Regina, Saskatchewan S4Y0G2",S4Y0G2,"$453,900",453900,"Single Family",House,3,3,"1458 sqft",,"2833 sqft",2025,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10299734,92400,92400,73900,73900,718.95,797.32,315.55,315.55,64.61,70.65,1198.90,1283.31,"Residential (100.00%)",Residential,2833,8,Cost
SK028836,Regina,"52 KENSINGTON CRESCENT|Regina, Saskatchewan S4S7G6",S4S7G6,"$449,900",449900,"Single Family","Row / Townhouse",4,3,"1505 sqft",,"1 sqft",1995,"Attached Garage, Other, Parking Space(s) (2)",2,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning","Full (Finished)","Doug Elworthy","Coldwell Banker Local Realty","4 days ago","$4,814 (CAD)",10063074,372800,372800,298200,298200,2901.11,3217.34,1273.31,1273.31,260.74,285.12,4473.26,4813.87,"Condominium (100.00%)",Multi-Family,0,3,"Direct Sales"
SK020083,Regina,"5128 AERIAL CRESCENT|Regina, Saskatchewan S4W0C8",S4W0C8,"$449,900",449900,"Single Family",House,5,4,"1310 sqft",,"3114 sqft",2013,"Parking Pad, None, Parking Space(s) (2)",2,Freehold,"Forced air","Central air conditioning","Full (Finished)","Nadeem Islam","Sutton Group - Results Realty",,"$4,404 (CAD)",10248797,360700,358300,288500,286600,2806.74,3092.18,1231.89,1223.78,252.26,274.03,4403.61,4702.71,"Residential (100.00%)",Residential,3114,2,"Direct Sales"
SK027039,Regina,"1358 Arthur STREET|Regina, Saskatchewan S4T4V8",S4T4V8,"$440,000",440000,"Single Family",House,6,3,"1794 sqft",,"3125 sqft",2014,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Central air conditioning, Air exchanger","Full (Finished)","Keith Britton","2 Percent Realty Refined Inc.",,"$5,154 (CAD)",10024612,427000,427000,341600,341600,3323.34,3685.59,1458.63,1458.63,298.69,326.61,5154.16,5544.33,"Residential (100.00%)",Residential,3125,8,"Direct Sales"
SK028375,Regina,"96 Bobolink BAY|Regina, Saskatchewan S4S4K1",S4S4K1,"$439,900",439900,"Single Family",House,3,2,"1626 sqft",,"6817 sqft",1958,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Finished)","Aideen Zareh","eXp Realty",,"$3,379 (CAD)",10055274,284100,284100,227200,227200,2210.37,2451.30,970.14,970.14,198.66,217.23,3379.17,3638.67,"Residential (100.00%)",Residential,6817,1,"Direct Sales"
SK026707,Regina,"2168 Wascana STREET|Regina, Saskatchewan S4T4J9",S4T4J9,"$439,900",439900,"Single Family",House,3,3,"1539 sqft",,"2491 sqft",2017,"Parking Pad",,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Unfinished)","Kaitlin Brown","Coldwell Banker Local Realty",,"$4,804 (CAD)",10036496,403800,403800,323000,323000,3142.39,3484.91,1379.19,1379.19,282.42,308.83,4804.00,5172.93,"Residential (100.00%)",Residential,2491,3,"Direct Sales"
SK028892,Regina,"1744 West Market STREET|Regina, Saskatchewan S4Y0G3",S4Y0G3,"$439,900",439900,"Single Family",House,3,3,"1360 sqft",,"2799 sqft",2026,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Darya Pfund","Easy List Realty","4 days ago","$1,184 (CAD)",10299843,91300,91300,73000,73000,710.20,787.61,311.70,311.70,63.83,69.79,1184.31,1267.68,"Residential (100.00%)",Residential,2797,8,Cost
SK020565,Regina,"1721 Mustard STREET|Regina, Saskatchewan S4Y0G1",S4Y0G1,"$436,900",436900,"Single Family",,3,3,"1425 sqft",,"2895 sqft",2025,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10299847,94500,94500,75600,75600,735.49,815.66,322.80,322.80,66.10,72.28,1124.39,1210.74,"Residential (100.00%)",Residential,2895,8,"Direct Sales"
SK024592,Regina,"1725 Mustard STREET|Regina, Saskatchewan S4Y0G1",S4Y0G1,"$436,900",436900,"Single Family",,3,3,"1430 sqft",,"2870 sqft",2026,"Attached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Patrick Allingham","Century 21 Dome Realty Inc.",,,10299737,93700,93700,74900,74900,728.68,808.11,319.82,319.82,65.49,71.61,1113.99,1199.54,"Residential (100.00%)",Residential,2870,8,Cost
SK023887,Regina,"20-24 Empress DRIVE|Regina, Saskatchewan S4T6M4",S4T6M4,"$434,900",434900,"Single Family",Duplex,6,4,"1908 sqft",,"6174 sqft",1969,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Ben Taylor","Century 21 Dome Realty Inc.",,"$2,609 (CAD)",,,,,,,,,,,,,,,,,,
SK027307,Regina,"2643 Kliman CRESCENT|Regina, Saskatchewan S4V0M1",S4V0M1,"$434,900",434900,"Single Family",House,3,4,"1606 sqft",,"5691 sqft",1979,"Attached Garage, RV, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Partially finished)","Jason Cossette","Sutton Group - Results Realty",,"$4,431 (CAD)",10044534,372400,372400,297900,297900,2898.20,3214.10,1272.03,1272.03,260.47,284.83,4430.70,4770.96,"Residential (100.00%)",Residential,5691,5,"Direct Sales"
SK010844,Regina,"6501 28th AVENUE|Regina, Saskatchewan S4W0L3",S4W0L3,"$430,000",430000,"Vacant Land",Unknown,,,,,"62431 sqft",,,,Freehold,,,,"Shirley A MacFarlane","Global Direct Realty Inc.",,"$75 (CAD)",10268381,209100,209100,115000,115000,6.25,3.13,0.19,0.09,0.67,0.34,90.80,95.70,"Other Agricultural (100.00%)","Urban Holding",62431,2,Cost
